,docket,term,quest_total,word_total,jquest_p,jquest_r,jwords_p,jwords_r,NYT,UnanVote,CloseVote,votes_total,dec_type,led,analu,fulldocket,us,sct,rec,party_1,party_2,lctdir,chief,natct,issue,value,dir,dis,win,vote,stwtdir,mardir,brndir,bwdir,jackdir,blkmdir,powdir,rehndir,stevdir,ocondir,scaldir,kendir,soutdir,thomdir,gindir,brydir,robtdir,altodir,stwtm,marm,brnm,bwm,burgm,blkmm,powm,rehnm,stevm,oconm,scalm,kenm,soutm,thomm,ginm,brym,robtm,altom,moa,win_oconnor,win_rehnquist,petac,respac,otherac,totalac,sgpet,sgresp,sgpetac,sgrespac,sgotherac,sgamicus,liberalac,conservac,sglibparty,sgconparty,sglibac,sgconac,no_cases,more_words,more_quest,WPerQR,WPerQP,USParty1,USParty2,civlib,economics,judpower,federalism,logno_cases,logquest_total,logword_total,Dummy94,term1979,term1980,term1981,term1982,term1983,term1984,term1985,term1986,term1987,term1988,term1989,term1990,term1991,term1992,term1993,term1994,term1995,term1996,term1997,term1998,term1999,term2000,term2001,term2002,term2003,term2004,term2005,term2006,term2007,counter,MQ,_Ilctdir_1,_IlctXMQ_1,OtherVote,USParty,log_quest_total,log_word_total,win_stevens,win_ginsburg,win_souter,win_breyer,win_kennedy,win_alito,win_roberts,win_scalia,win_thomas
2890,06-1196,2007,139,5733,53,86,2533,3200,1. yes,0. no,1. yes,9,1. orally argued signed opinion,171/0041,1. docket number,,,,1,ALIEN,US,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,1. liberal,2. reversed,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,37.20930099,47.79245377,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,4.934473991,8.65399456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.934473991,8.65399456,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2891,07-308,2007,82,3136,35,47,1200,1936,0. no,1. yes,0. no,9,1. orally argued signed opinion,170/0392,0. case citation,,,,0,US,COAL CO,0. conservative,4. roberts,ROBT2,960,11. interstate relations,1. liberal,2. reversed,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,41.19149017,34.2857132,1. yes,0. no,0. no,0. no,0. no,1. yes,4.189654827,4.406719208,8.050703049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.406719208,8.050703049,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2892,06-179,2007,120,3199,74,46,1945,1254,1. yes,0. no,0. no,9,1. orally argued signed opinion,169/0892,0. case citation,,,,0,PATIENT,MEDICAL,0. conservative,4. roberts,ROBT2,910,10. federalism,1. liberal,1. affirmed,Respondent Wins,81,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,0,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,0,27.26086998,26.28378296,0. no,0. no,0. no,0. no,0. no,1. yes,4.189654827,4.787491798,8.070593834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,4.787491798,8.070593834,0. Respondent,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2893,06-1505,2007,76,2060,43,33,1339,721,0. no,0. no,0. no,8,1. orally argued signed opinion,171/0283,0. case citation,,,,0,EE,ER,0. conservative,4. roberts,ROBT2,222,2. civil rights,1. liberal,4. vacated and remanded,Petitioner Wins,71,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,0. conservative,1. liberal,NA,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,0. dissent,1,NA,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,0,21.84848404,31.139534,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.330733299,7.630461216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,4.330733299,7.630461216,1. Petitioner,1. Petitioner,1. Petitioner,NA,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent
2894,06-939,2007,130,3529,45,85,1058,2471,0. no,0. no,0. no,9,1. orally argued signed opinion,171/0264,0. case citation,,,,0,PI,CA OF,1. liberal,4. roberts,ROBT2,911,10. federalism,1. liberal,3. reversed and remanded,Petitioner Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,0. conservative,0. conservative,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,29.07058907,23.51111031,0. no,0. no,0. no,0. no,0. no,1. yes,4.189654827,4.867534637,8.168769836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,1,0. no,4.867534637,8.168769836,1. Petitioner,0. Respondent,1. Petitioner,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2895,06-1463,2007,149,4743,53,96,1799,2944,0. no,0. no,0. no,9,1. orally argued signed opinion,169/0917,0. case citation,,,,0,ATTY,JUDGE,0. conservative,4. roberts,ROBT2,910,10. federalism,1. liberal,3. reversed and remanded,Petitioner Wins,81,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,0. dissent,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,30.66666603,33.94339752,0. no,0. no,0. no,0. no,0. no,1. yes,4.189654827,5.003946304,8.464425087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,5.003946304,8.464425087,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent
2896,06-571,2007,109,4053,52,57,1457,2596,0. no,1. yes,0. no,9,1. orally argued signed opinion,169/0472,0. case citation,,,,0,D,US,0. conservative,4. roberts,ROBT2,175,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,45.54386139,28.01922989,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,4.691348076,8.30721283,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.691348076,8.30721283,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2897,06-10119,2007,157,5424,73,84,2853,2571,0. no,0. no,0. no,9,1. orally argued signed opinion,170/0175,0. case citation,,,,0,CC,LA,0. conservative,4. roberts,ROBT2,220,2. civil rights,1. liberal,3. reversed and remanded,Petitioner Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,1,30.6071434,39.08219147,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,5.056245804,8.598588943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,5.056245804,8.598588943,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent
2898,06-984,2007,228,8059,113,115,4375,3684,0. no,0. no,0. no,9,1. orally argued signed opinion,170/0190,0. case citation,,,,0,CC,TX,0. conservative,4. roberts,ROBT2,910,10. federalism,0. conservative,1. affirmed,Respondent Wins,63,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,1,32.03478241,38.71681595,0. no,0. no,0. no,0. no,0. no,1. yes,4.189654827,5.429345608,8.994544983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,5.429345608,8.994544983,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2899,06-1717,2007,112,3520,48,64,1332,2188,0. no,1. yes,0. no,9,1. orally argued signed opinion,170/0960,0. case citation,,,,0,KOR,US,0. conservative,4. roberts,ROBT2,542,6. attorneys,1. liberal,3. reversed and remanded,Petitioner Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,34.1875,27.75,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,4.718498707,8.166215897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.718498707,8.166215897,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2900,Jun-17,2007,75,2398,30,45,1190,1208,0. no,0. no,1. yes,9,1. orally argued signed opinion,171/0029,0. case citation,,,,0,PRISONER,US,0. conservative,4. roberts,ROBT2,180,1. criminal procedure,0. conservative,1. affirmed,Respondent Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,0,0. dissent,1. majority,0,0,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,26.84444427,39.66666794,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,4.317488194,7.782390118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.317488194,7.782390118,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2901,06-1164,2007,79,3334,44,35,1646,1688,0. no,0. no,0. no,9,1. orally argued signed opinion,169/0591,0. case citation,,,,0,O,US,NA,4. roberts,ROBT2,867,9. judicial power,0. conservative,1. affirmed,Respondent Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,0. conservative,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,1. majority,1. majority,0,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,0,48.22857285,37.40909195,0. no,1. yes,0. no,0. no,1. yes,0. no,4.189654827,4.369447708,8.111927986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,NA,NA,1,1. yes,4.369447708,8.111927986,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2902,06-713,2007,126,3894,76,50,2273,1621,0. no,0. no,0. no,9,1. orally argued signed opinion,170/0151,0. case citation,,,,0,P1,POL,0. conservative,4. roberts,ROBT2,212,2. civil rights,1. liberal,2. reversed,Petitioner Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,0. conservative,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,0,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,0,32.41999817,29.90789413,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.836281776,8.267191887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,1,0. no,4.836281776,8.267191887,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,1. Petitioner,1. Petitioner,0. Respondent,1. Petitioner
2903,06-1666,2007,167,4556,70,97,1874,2682,0. no,1. yes,0. no,9,1. orally argued signed opinion,171/0001,0. case citation,,,,0,PRISONER,ARMY,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,0. conservative,4. vacated and remanded,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,0. conservative,NA,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,27.64948463,26.77142906,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,5.117993832,8.424200058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,5.117993832,8.424200058,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2904,07-343,2007,117,5530,66,51,3213,2317,1. yes,0. no,1. yes,9,1. orally argued signed opinion,171/0525,0. case citation,,,,0,CC,LA,0. conservative,4. roberts,ROBT2,40,1. criminal procedure,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,0,45.4313736,48.68181992,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.762174129,8.61794281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,0. no,4.762174129,8.61794281,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2905,06-1195,2007,139,5733,53,86,2533,3200,1. yes,0. no,1. yes,9,1. orally argued signed opinion,171/0041,0. case citation,,,,0,ALIEN,POL,0. conservative,4. roberts,ROBT2,13,1. criminal procedure,1. liberal,2. reversed,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,37.20930099,47.79245377,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.934473991,8.65399456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,0. no,4.934473991,8.65399456,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2906,06-1286,2007,120,4761,49,71,1938,2823,0. no,1. yes,0. no,9,1. orally argued signed opinion,169/0652,0. case citation,,,,0,TAXP,IRS,1. liberal,4. roberts,ROBT2,960,12. federal taxation,1. liberal,1. affirmed,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,39.7605629,39.55102158,0. no,1. yes,0. no,1. yes,0. no,0. no,4.189654827,4.787491798,8.468213081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,0,1. yes,4.787491798,8.468213081,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2907,06-457,2007,114,3376,57,57,1827,1549,0. no,1. yes,0. no,9,1. orally argued signed opinion,169/0933,0. case citation,,,,0,NH OF,TRUCK,1. liberal,4. roberts,ROBT2,911,10. federalism,1. liberal,1. affirmed,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,9,27.17543793,32.05263138,0. no,0. no,0. no,0. no,0. no,1. yes,4.189654827,4.736198425,8.124446869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,0,0. no,4.736198425,8.124446869,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2908,06-1181,2007,137,4308,68,69,2334,1974,0. no,0. no,1. yes,9,1. orally argued signed opinion,171/0178,0. case citation,,,,0,ALIEN,AG,0. conservative,4. roberts,ROBT2,271,2. civil rights,1. liberal,3. reversed and remanded,Petitioner Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,STEV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,1,28.60869598,34.32352829,0. no,1. yes,1. yes,0. no,0. no,0. no,4.189654827,4.919981003,8.368228912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,0,0,0,1. yes,4.919981003,8.368228912,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2909,Jul-77,2007,126,4392,60,66,2143,2249,0. no,0. no,0. no,9,1. orally argued signed opinion,170/0837,0. case citation,,,,0,POL,VOTER,1. liberal,4. roberts,ROBT2,211,2. civil rights,0. conservative,3. reversed and remanded,Petitioner Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,0. conservative,1. liberal,0. conservative,0. conservative,0. conservative,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,0. dissent,NA,1. majority,1,0. dissent,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,34.07575607,35.71666718,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.836281776,8.387539864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,1,0. no,4.836281776,8.387539864,0. Respondent,1. Petitioner,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2910,06-1005,2007,95,3370,47,48,1485,1885,0. no,0. no,1. yes,9,7. judgment of the court,170/0912,0. case citation,,,,0,US,AC,1. liberal,4. roberts,ROBT2,166,1. criminal procedure,1. liberal,1. affirmed,Respondent Wins,54,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,0. conservative,0. conservative,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,0. dissent,0. dissent,SCAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,1,39.27083206,31.59574509,1. yes,0. no,1. yes,0. no,0. no,0. no,4.189654827,4.553876877,8.122668266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,0,1. yes,4.553876877,8.122668266,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner,1. Petitioner,1. Petitioner
2911,06-1413,2007,125,4583,64,61,2538,2045,0. no,1. yes,0. no,9,1. orally argued signed opinion,170/0404,0. case citation,,,,0,COMPUTER,IL DEPT,1. liberal,4. roberts,ROBT2,626,8. economic activity,1. liberal,4. vacated and remanded,Respondent Wins,90,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,1. majority,1,1. majority,1. majority,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0. petitioner more words,0,33.52458954,39.65625,0. no,0. no,0. no,1. yes,0. no,0. no,4.189654827,4.828313828,8.430109024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,0,0. no,4.828313828,8.430109024,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent
2912,06-1431,2007,166,3763,95,71,1663,2100,1. yes,0. no,0. no,9,1. orally argued signed opinion,170/0864,0. case citation,,,,0,ER,MEE,1. liberal,4. roberts,ROBT2,222,2. civil rights,1. liberal,1. affirmed,Respondent Wins,72,NA,NA,NA,NA,NA,NA,NA,NA,1. liberal,NA,0. conservative,1. liberal,1. liberal,0. conservative,1. liberal,1. liberal,1. liberal,1. liberal,NA,NA,NA,NA,NA,NA,NA,NA,1. majority,NA,0. dissent,1,1. majority,0. dissent,1,1,1. majority,1. majority,ROBT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1. respondent more words,0,29.57746506,17.50526237,0. no,0. no,1. yes,0. no,0. no,0. no,4.189654827,5.111987591,8.232972145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0.136999995,1,0.136999995,1,0. no,5.111987591,8.232972145,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,0. Respondent,1. Petitioner,1. Petitioner
